Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding,Current_outstanding_v1,Loan_amount_v1
38687716,CREDIT CARD,377-37-3490,225-971-1613,Lisbon,Claiborne,Lisbon,LA,71048,South,07-03-2018,"$54,176",Non-Default,24-08-2021,788,783,"$5,418",5418,54176
38687717,PERSONAL LOAN,142-23-4875,216-376-4700,Cadiz,Harrison,Cadiz,OH,43907,Midwest,10-03-2019,"$1,43,529",Non-Default,09-08-2021,727,756,"$53,106",53106,143529
38687718,CREDIT CARD,587-99-2772,270-860-2888,South Williamson,Pike,South Williamson,KY,41503,South,21-05-2021,"$99,764",Default,24-08-2021,855,900,"$11,972",11972,99764
38687719,MORTGAGE,605-87-7731,236-847-1881,Rowe,Buchanan,Rowe,VA,24646,South,23-01-2018,"$4,98,892",Default,25-11-2020,743,778,"$1,14,745",114745,498892
38687720,PERSONAL LOAN,372-37-2368,236-267-6180,Broadford,Smyth,Broadford,VA,24316,South,25-04-2018,"$1,78,735",Default,02-08-2021,834,866,"$8,937",8937,178735
38687721,MORTGAGE,206-84-9117,212-272-2994,Scottsburg,Livingston,Scottsburg,NY,14545,Northeast,16-02-2021,"$3,17,100",Default,24-08-2021,782,777,"$1,14,156",114156,317100
38687722,PERSONAL LOAN,550-99-0071,210-285-8641,Hobson,Karnes,Hobson,TX,78117,South,03-07-2019,"$1,69,583",Non-Default,11-06-2021,774,803,"$28,829",28829,169583
38687723,CREDIT CARD,724-28-5428,216-470-7458,Yellow Springs,Greene,Yellow Springs,OH,45387,Midwest,14-01-2018,"$65,604",Non-Default,24-08-2021,828,840,"$7,872",7872,65604
38687724,MORTGAGE,256-99-9662,303-423-3207,Frederick,Weld,Frederick,CO,80530,West,17-05-2019,"$6,76,107",Non-Default,23-07-2021,852,877,"$1,96,071",196071,676107
38687725,MORTGAGE,322-11-6931,480-398-2976,San Luis,Yuma,San Luis,AZ,85349,West,22-08-2021,"$8,30,183",Default,24-08-2021,832,844,"$3,48,677",348677,830183
38687726,CREDIT CARD,164-86-9813,231-849-3592,Potterville,Eaton,Potterville,MI,48876,Midwest,02-10-2019,"$67,536",Non-Default,24-08-2021,686,726,"$11,481",11481,67536
38687727,CREDIT CARD,330-11-7928,479-303-0526,Little Rock,Pulaski,Little Rock,AR,72210,South,06-04-2021,"$43,496",Non-Default,03-12-2020,900,909,"$8,264",8264,43496
38687728,CREDIT CARD,006-11-5497,339-650-9294,Weymouth,Norfolk,Weymouth,MA,2188,Northeast,01-10-2019,"$43,138",Non-Default,24-08-2021,717,719,"$7,333",7333,43138
38687729,CREDIT CARD,319-11-9413,225-771-9371,New Orleans,Orleans,New Orleans,LA,70143,South,23-08-2019,"$69,455",Non-Default,05-01-2021,677,719,"$26,393",26393,69455
38687730,CREDIT CARD,209-84-1888,212-675-0592,Jamaica,Queens,Jamaica,NY,11434,Northeast,11-02-2020,"$77,702",Non-Default,27-01-2021,717,712,"$26,419",26419,77702
38687731,MORTGAGE,334-11-4222,236-977-2057,Yorktown,York,Yorktown,VA,23691,South,24-08-2021,"$5,37,071",Non-Default,30-05-2021,846,851,"$1,39,638",139638,537071
38687732,CREDIT CARD,238-99-0775,216-586-3544,Kettlersville,Shelby,Kettlersville,OH,45336,Midwest,03-06-2018,"$52,345",Non-Default,14-04-2021,843,888,"$12,039",12039,52345
38687733,MORTGAGE,492-29-4694,209-634-9407,Edwards,Kern,Edwards,CA,93523,West,27-05-2018,"$5,00,212",Non-Default,23-01-2021,778,787,"$1,55,066",155066,500212
38687734,CREDIT CARD,206-84-9461,423-812-4991,Memphis,Shelby,Memphis,TN,38151,South,23-02-2019,"$73,316",Non-Default,24-08-2021,662,672,"$17,596",17596,73316
38687735,CREDIT CARD,199-84-2827,803-646-5530,Ulmer,Allendale,Ulmer,SC,29849,South,28-01-2020,"$83,354",Default,24-08-2021,867,912,"$18,338",18338,83354
38687736,MORTGAGE,701-18-2180,215-492-7557,Torrance,Westmoreland,Torrance,PA,15779,Northeast,04-06-2018,"$9,21,908",Non-Default,24-08-2021,794,786,"$4,42,516",442516,921908
38687737,MORTGAGE,047-15-2934,603-455-2812,Lempster,Lempster,Lempster,NH,3606,Northeast,24-08-2021,"$1,85,967",Non-Default,30-07-2021,847,862,"$59,509",59509,185967
38687738,MORTGAGE,680-31-3986,231-233-4643,Erie,Monroe,Erie,MI,48133,Midwest,20-07-2018,"$1,68,241",Non-Default,11-11-2020,687,691,"$75,708",75708,168241
38687739,PERSONAL LOAN,225-99-6797,701-291-6921,Crystal,Pembina,Crystal,ND,58222,Midwest,21-06-2020,"$1,79,692",Non-Default,24-08-2021,726,723,"$55,705",55705,179692
38687740,CREDIT CARD,269-17-7177,304-453-5436,Morgantown,Monongalia,Morgantown,WV,26502,South,27-04-2021,"$84,178",Non-Default,30-04-2021,727,736,"$25,253",25253,84178
38687741,CREDIT CARD,166-86-1327,210-825-1809,Flower Mound,Denton,Flower Mound,TX,75028,South,13-03-2019,"$67,237",Non-Default,04-07-2021,695,734,"$25,550",25550,67237
38687742,PERSONAL LOAN,174-86-0192,225-637-9899,Bordelonville,Avoyelles,Bordelonville,LA,71320,South,07-07-2020,"$1,86,109",Non-Default,04-02-2021,889,937,"$87,471",87471,186109
38687743,CREDIT CARD,017-94-8714,802-717-4707,Charlotte,Chittenden,Charlotte,VT,5445,Northeast,15-06-2019,"$99,672",Non-Default,06-01-2021,847,877,"$8,970",8970,99672
38687744,CREDIT CARD,712-18-9016,252-482-3781,Manson,Vance,Manson,NC,27553,South,10-11-2018,"$79,691",Non-Default,20-08-2021,651,690,"$16,735",16735,79691
38687745,MORTGAGE,217-89-9094,240-864-1127,Marbury,Charles,Marbury,MD,20658,South,16-05-2019,"$5,85,067",Non-Default,11-11-2020,766,767,"$40,955",40955,585067
38687746,CREDIT CARD,487-29-1093,316-549-3610,Blue Rapids,Marshall,Blue Rapids,KS,66411,Midwest,10-11-2020,"$35,819",Non-Default,24-08-2021,752,782,"$2,507",2507,35819
38687747,CREDIT CARD,010-94-5694,405-253-9863,Faxon,Comanche,Faxon,OK,73540,South,15-05-2018,"$57,334",Non-Default,12-11-2020,823,862,"$6,307",6307,57334
38687748,MORTGAGE,675-48-1724,480-914-1696,Tempe,Maricopa,Tempe,AZ,85280,West,24-08-2021,"$9,38,773",Non-Default,31-07-2021,833,855,"$2,06,530",206530,938773
38687749,CREDIT CARD,010-94-2494,262-512-7992,Benton,Lafayette,Benton,WI,53803,Midwest,25-07-2018,"$93,069",Non-Default,03-11-2020,862,890,"$32,574",32574,93069
38687750,CREDIT CARD,676-22-2981,240-317-1128,Dunkirk,Calvert,Dunkirk,MD,20754,South,26-09-2020,"$46,915",Non-Default,24-08-2021,796,824,"$5,630",5630,46915
38687751,MORTGAGE,712-18-4381,215-956-5869,West Hickory,Forest,West Hickory,PA,16370,Northeast,24-08-2021,"$4,59,802",Default,27-01-2021,670,677,"$1,74,725",174725,459802
38687752,CREDIT CARD,179-86-5109,802-607-3734,Cavendish,Windsor,Cavendish,VT,5142,Northeast,24-08-2021,"$53,645",Default,25-07-2021,692,714,"$1,609",1609,53645
38687753,CREDIT CARD,555-99-9809,423-521-3257,Lafayette,Macon,Lafayette,TN,37083,South,20-11-2018,"$98,346",Non-Default,24-08-2021,834,844,"$47,206",47206,98346
38687754,CREDIT CARD,049-15-0433,316-303-8447,Wichita,Sedgwick,Wichita,KS,67212,Midwest,05-10-2020,"$92,682",Non-Default,16-05-2021,714,711,"$31,512",31512,92682
38687755,CREDIT CARD,437-99-5952,219-286-9732,Warren,Huntington,Warren,IN,46792,Midwest,13-04-2021,"$53,417",Non-Default,24-11-2020,759,760,"$15,491",15491,53417
38687756,MORTGAGE,647-21-9763,228-651-4270,Utica,Hinds,Utica,MS,39175,South,14-09-2020,"$3,68,788",Non-Default,05-11-2020,842,888,"$84,821",84821,368788
38687757,CREDIT CARD,296-15-6359,215-457-4225,Alum Bank,Bedford,Alum Bank,PA,15521,Northeast,15-04-2020,"$97,270",Non-Default,20-11-2020,891,902,"$10,700",10700,97270
38687758,MORTGAGE,442-29-1305,303-514-7555,Guffey,Park,Guffey,CO,80820,West,25-04-2021,"$1,97,214",Default,03-06-2021,698,689,"$67,053",67053,197214
38687759,CREDIT CARD,591-99-1115,209-268-1290,Cotati,Sonoma,Cotati,CA,94931,West,19-01-2018,"$41,329",Non-Default,24-04-2021,739,751,"$7,853",7853,41329
38687760,MORTGAGE,366-39-2060,215-713-7312,Port Matilda,Centre,Port Matilda,PA,16870,Northeast,03-10-2018,"$6,52,143",Default,21-02-2021,651,691,"$52,171",52171,652143
38687761,MORTGAGE,387-33-9491,316-336-0639,Sublette,Haskell,Sublette,KS,67877,Midwest,08-07-2018,"$1,86,437",Non-Default,24-08-2021,763,756,"$7,457",7457,186437
38687762,CREDIT CARD,172-86-1735,209-375-0205,Escondido,San Diego,Escondido,CA,92046,West,28-03-2021,"$77,156",Default,19-04-2021,697,744,"$32,406",32406,77156
38687763,CREDIT CARD,374-37-5109,209-812-2140,Chula Vista,San Diego,Chula Vista,CA,91915,West,09-08-2019,"$49,180",Non-Default,15-05-2021,857,875,"$21,147",21147,49180
38687764,PERSONAL LOAN,510-33-9149,314-885-5554,Chillicothe,Livingston,Chillicothe,MO,64601,Midwest,25-09-2019,"$1,07,060",Default,24-08-2021,764,805,"$37,471",37471,107060
38687765,CREDIT CARD,165-86-3587,252-429-0818,Wilmington,Brunswick,Wilmington,NC,28404,South,15-06-2020,"$78,219",Non-Default,24-08-2021,824,855,"$24,248",24248,78219
38687766,CREDIT CARD,073-02-1141,270-237-0340,Flatgap,Johnson,Flatgap,KY,41219,South,25-06-2021,"$99,272",Non-Default,06-05-2021,695,740,"$17,869",17869,99272
38687767,MORTGAGE,581-99-2705,240-253-1853,Upper Falls,Baltimore,Upper Falls,MD,21156,South,14-03-2021,"$2,17,734",Non-Default,24-08-2021,760,799,"$50,079",50079,217734
38687768,CREDIT CARD,648-58-3969,212-583-4193,Vails Gate,Orange,Vails Gate,NY,12584,Northeast,15-11-2019,"$33,924",Default,25-01-2021,886,913,"$15,605",15605,33924
38687769,CREDIT CARD,179-86-5056,803-634-5582,Lane,Williamsburg,Lane,SC,29564,South,08-06-2018,"$30,039",Non-Default,21-12-2020,879,887,"$11,415",11415,30039
38687770,CREDIT CARD,502-37-7224,212-681-4405,Harrisville,Lewis,Harrisville,NY,13648,Northeast,26-09-2018,"$65,135",Non-Default,24-08-2021,727,733,"$13,678",13678,65135
38687771,MORTGAGE,560-99-3205,385-452-2499,Wellsville,Cache,Wellsville,UT,84339,West,21-02-2020,"$6,14,628",Non-Default,28-06-2021,658,701,"$43,024",43024,614628
38687772,CREDIT CARD,215-91-0234,210-748-0923,Pipe Creek,Bandera,Pipe Creek,TX,78063,South,22-07-2020,"$95,220",Default,25-01-2021,653,657,"$6,665",6665,95220
38687773,CREDIT CARD,659-24-7341,216-673-8251,Portage,Wood,Portage,OH,43451,Midwest,26-07-2018,"$28,842",Non-Default,29-12-2020,683,722,"$12,690",12690,28842
38687774,PERSONAL LOAN,557-99-0966,907-808-1348,Eagle River,Anchorage Municipality,Eagle River,AK,99577,West,13-09-2020,"$44,751",Non-Default,21-12-2020,674,672,"$11,188",11188,44751
38687775,MORTGAGE,492-29-5441,236-993-8647,Java,Pittsylvania,Java,VA,24565,South,24-08-2021,"$8,13,361",Non-Default,14-08-2021,818,862,"$8,134",8134,813361
38687776,MORTGAGE,037-74-7439,270-545-5940,Pellville,Hancock,Pellville,KY,42364,South,01-09-2018,"$4,64,869",Default,20-07-2021,776,798,"$1,39,461",139461,464869
38687777,CREDIT CARD,021-94-5916,314-793-4648,Caruthersville,Pemiscot,Caruthersville,MO,63830,Midwest,02-07-2018,"$86,727",Non-Default,03-07-2021,665,675,"$27,753",27753,86727
38687778,MORTGAGE,339-11-1628,239-348-2613,Monticello,Jefferson,Monticello,FL,32345,South,19-05-2021,"$5,90,401",Non-Default,05-01-2021,830,828,"$59,040",59040,590401
38687779,CREDIT CARD,621-85-2778,385-986-7371,Kenilworth,Carbon,Kenilworth,UT,84529,West,26-01-2021,"$26,624",Default,25-03-2021,867,911,$532,0,26624
38687780,MORTGAGE,081-02-5865,303-266-1939,Colorado Springs,El Paso,Colorado Springs,CO,80926,West,02-08-2019,"$1,36,215",Non-Default,24-08-2021,861,859,"$5,449",5449,136215
38687781,CREDIT CARD,155-23-3286,215-467-3091,Troxelville,Snyder,Troxelville,PA,17882,Northeast,26-06-2021,"$30,798",Default,24-08-2021,656,652,"$4,004",4004,30798
38687782,MORTGAGE,230-99-1755,701-855-2145,Gardner,Cass,Gardner,ND,58036,Midwest,15-09-2019,"$4,07,705",Non-Default,21-07-2021,888,908,"$1,34,543",134543,407705
38687783,CREDIT CARD,508-57-8111,218-266-8238,Woodstock,Pipestone,Woodstock,MN,56186,Midwest,24-08-2021,"$35,006",Default,24-08-2021,801,828,"$5,951",5951,35006
38687784,MORTGAGE,177-86-1572,215-427-4115,Wallingford,Delaware,Wallingford,PA,19086,Northeast,28-02-2021,"$4,58,718",Non-Default,06-01-2021,761,803,"$2,11,010",211010,458718
38687785,PERSONAL LOAN,376-37-3987,205-292-4401,Rainbow City,Etowah,Rainbow City,AL,35906,South,18-07-2020,"$1,36,562",Non-Default,15-07-2021,818,862,"$46,431",46431,136562
38687786,CREDIT CARD,099-02-2172,218-805-6389,Dovray,Murray,Dovray,MN,56125,Midwest,21-06-2018,"$87,416",Non-Default,30-12-2020,697,728,"$12,238",12238,87416
38687787,PERSONAL LOAN,544-81-8867,216-291-3320,North Ridgeville,Lorain,North Ridgeville,OH,44039,Midwest,25-01-2021,"$1,32,780",Non-Default,10-02-2021,660,688,"$37,178",37178,132780
38687788,PERSONAL LOAN,051-02-1399,210-969-0164,Thicket,Hardin,Thicket,TX,77374,South,26-07-2018,"$70,865",Non-Default,18-06-2021,722,723,"$1,417",1417,70865
38687789,CREDIT CARD,453-99-9585,503-290-1898,Forest Grove,Washington,Forest Grove,OR,97116,West,23-01-2020,"$67,881",Non-Default,13-07-2021,830,863,"$16,970",16970,67881
38687790,PERSONAL LOAN,084-02-6985,252-905-4291,Jamesville,Martin,Jamesville,NC,27846,South,24-09-2020,"$94,193",Default,09-07-2021,792,834,"$34,851",34851,94193
38687791,MORTGAGE,437-99-2006,210-948-7187,Dallas,Dallas,Dallas,TX,75240,South,18-07-2021,"$9,25,856",Default,19-04-2021,781,830,"$74,068",74068,925856
38687792,CREDIT CARD,065-02-7967,205-358-0281,Shelby,Shelby,Shelby,AL,35143,South,18-05-2021,"$39,726",Non-Default,22-12-2020,757,806,$795,0,39726
38687793,CREDIT CARD,588-09-3681,209-409-1402,La Jolla,San Diego,La Jolla,CA,92093,West,07-01-2019,"$93,602",Non-Default,24-08-2021,790,837,"$37,441",37441,93602
38687794,PERSONAL LOAN,583-99-8583,209-681-7296,Pomona,Los Angeles,Pomona,CA,91768,West,09-05-2018,"$71,987",Default,03-02-2021,858,894,"$7,919",7919,71987
38687795,MORTGAGE,708-18-9013,215-346-6909,Loyalhanna,Westmoreland,Loyalhanna,PA,15661,Northeast,26-01-2019,"$3,12,262",Default,30-07-2021,712,728,"$1,34,273",134273,312262
38687796,CREDIT CARD,459-99-4683,225-384-7160,Arabi,St. Bernard,Arabi,LA,70032,South,24-07-2018,"$59,635",Non-Default,28-11-2020,829,845,"$6,560",6560,59635
38687797,PERSONAL LOAN,689-24-6904,228-320-1234,Jonestown,Coahoma,Jonestown,MS,38639,South,24-08-2021,"$1,55,391",Default,12-08-2021,760,750,"$49,725",49725,155391
38687798,PERSONAL LOAN,730-28-2635,603-287-9350,New Ipswich,Hillsborough,New Ipswich,NH,3071,Northeast,20-09-2018,"$1,99,177",Non-Default,25-03-2021,876,881,"$31,868",31868,199177
38687799,PERSONAL LOAN,454-99-0913,239-220-2056,Homeland,Polk,Homeland,FL,33847,South,13-12-2018,"$1,41,092",Non-Default,11-01-2021,749,758,"$22,575",22575,141092
38687800,PERSONAL LOAN,599-92-0730,339-865-5999,North Waltham,North Waltham,North Waltham,MA,2455,Northeast,07-01-2020,"$1,43,000",Default,24-08-2021,705,730,"$31,460",31460,143000
38687801,PERSONAL LOAN,350-08-1914,307-621-2214,Yoder,Goshen,Yoder,WY,82244,West,17-09-2020,"$59,330",Default,23-03-2021,672,716,"$1,780",1780,59330
38687802,CREDIT CARD,689-24-3089,239-302-6898,Sarasota,Sarasota,Sarasota,FL,34231,South,27-04-2020,"$33,490",Non-Default,12-12-2020,892,882,"$13,731",13731,33490
38687803,CREDIT CARD,345-11-3254,219-529-4699,Noblesville,Hamilton,Noblesville,IN,46062,Midwest,08-12-2018,"$49,424",Non-Default,24-08-2021,688,687,"$10,379",10379,49424
38687804,PERSONAL LOAN,496-29-6072,217-840-4492,Orland Park,Cook,Orland Park,IL,60467,Midwest,25-11-2020,"$34,787",Non-Default,24-08-2021,686,699,"$2,087",2087,34787
38687805,CREDIT CARD,386-37-8404,503-334-7662,Salem,Marion,Salem,OR,97306,West,25-11-2019,"$86,867",Non-Default,09-03-2021,826,865,"$7,818",7818,86867
38687806,CREDIT CARD,122-98-7178,209-929-8884,Los Angeles,Los Angeles,Los Angeles,CA,90027,West,01-03-2020,"$94,979",Non-Default,23-12-2020,652,653,"$7,598",7598,94979
38687807,PERSONAL LOAN,370-37-1122,210-658-9408,Sunray,Moore,Sunray,TX,79086,South,17-01-2020,"$1,23,510",Non-Default,24-08-2021,750,751,"$16,056",16056,123510
38687808,CREDIT CARD,024-92-6458,302-376-2834,Montchanin,New Castle,Montchanin,DE,19710,South,17-12-2020,"$49,460",Non-Default,24-08-2021,699,729,"$1,484",1484,49460
38687809,PERSONAL LOAN,525-99-8099,316-406-3399,Talmage,Dickinson,Talmage,KS,67482,Midwest,06-01-2020,"$1,56,343",Non-Default,28-12-2020,655,683,"$17,198",17198,156343
38687810,PERSONAL LOAN,457-99-0415,209-797-6755,Corona,Riverside,Corona,CA,92879,West,24-08-2021,"$68,848",Non-Default,21-06-2021,831,821,"$22,031",22031,68848
38687811,MORTGAGE,588-09-4129,503-617-3253,Phoenix,Jackson,Phoenix,OR,97535,West,05-12-2020,"$8,42,338",Non-Default,30-07-2021,890,894,"$33,694",33694,842338
38687812,CREDIT CARD,475-55-8415,262-665-3721,Cushing,Polk,Cushing,WI,54006,Midwest,10-07-2021,"$27,376",Default,24-03-2021,731,730,"$13,140",13140,27376
38687813,PERSONAL LOAN,201-84-9752,236-477-9301,Newbern,Pulaski,Newbern,VA,24126,South,02-02-2018,"$1,02,618",Default,28-01-2021,782,808,"$49,257",49257,102618
38687814,CREDIT CARD,380-37-1593,308-644-7383,Macy,Thurston,Macy,NE,68039,Midwest,20-10-2020,"$99,782",Non-Default,17-03-2021,743,778,"$25,943",25943,99782
38687815,CREDIT CARD,369-39-1422,201-558-8778,Gladstone,Somerset,Gladstone,NJ,7934,Northeast,23-08-2020,"$42,065",Default,24-08-2021,808,818,"$3,365",3365,42065
38687816,MORTGAGE,762-12-4255,252-323-9947,Durham,Durham,Durham,NC,27702,South,02-03-2020,"$4,70,063",Default,22-08-2021,833,823,"$61,108",61108,470063
38687817,CREDIT CARD,054-02-4151,209-515-6696,Yorba Linda,Orange,Yorba Linda,CA,92885,West,03-03-2018,"$68,959",Non-Default,24-08-2021,733,765,"$30,342",30342,68959
38687818,MORTGAGE,324-11-7787,480-984-1833,Phoenix,Maricopa,Phoenix,AZ,85061,West,12-04-2019,"$8,94,863",Default,15-12-2020,835,866,"$8,949",8949,894863
38687819,MORTGAGE,669-48-6676,210-991-5325,Lockhart,Caldwell,Lockhart,TX,78644,South,18-03-2019,"$2,94,174",Non-Default,24-08-2021,688,735,"$64,718",64718,294174
38687820,MORTGAGE,357-08-7066,239-864-6952,Balm,Hillsborough,Balm,FL,33503,South,26-02-2021,"$4,13,619",Default,27-05-2021,651,647,"$78,588",78588,413619
38687821,PERSONAL LOAN,411-99-9111,201-480-1467,Quinton,Salem,Quinton,NJ,8072,Northeast,10-05-2020,"$38,400",Non-Default,29-12-2020,753,789,"$17,280",17280,38400
38687822,MORTGAGE,230-99-9355,215-276-6246,New Baltimore,Somerset,New Baltimore,PA,15553,Northeast,24-08-2021,"$3,92,927",Non-Default,24-08-2021,764,787,"$70,727",70727,392927
38687823,MORTGAGE,253-99-3101,210-578-1454,El Paso,El Paso,El Paso,TX,88585,South,28-09-2020,"$3,46,380",Non-Default,30-04-2021,899,930,"$1,31,624",131624,346380
38687824,MORTGAGE,249-99-5722,208-461-2690,Albion,Cassia,Albion,ID,83311,West,24-08-2021,"$2,26,595",Non-Default,10-12-2020,682,678,"$13,596",13596,226595
38687825,PERSONAL LOAN,540-83-4483,209-231-6152,Compton,Los Angeles,Compton,CA,90223,West,12-07-2018,"$94,307",Default,01-05-2021,789,801,"$32,064",32064,94307
38687826,CREDIT CARD,311-35-4934,479-334-6288,Saratoga,Howard,Saratoga,AR,71859,South,22-05-2020,"$31,749",Non-Default,24-08-2021,810,801,"$4,127",4127,31749
38687827,MORTGAGE,214-91-8435,605-389-5955,Yankton,Yankton,Yankton,SD,57079,Midwest,08-04-2021,"$9,55,581",Default,25-01-2021,664,702,"$2,86,674",286674,955581
38687828,CREDIT CARD,458-99-9874,215-441-9076,Hallstead,Susquehanna,Hallstead,PA,18822,Northeast,20-04-2019,"$94,013",Default,05-02-2021,768,766,"$45,126",45126,94013
38687829,MORTGAGE,163-86-7144,208-751-5792,Springfield,Bingham,Springfield,ID,83277,West,03-05-2021,"$3,45,658",Default,10-12-2020,834,852,"$1,24,437",124437,345658
38687830,MORTGAGE,276-17-6442,215-999-0122,Nescopeck,Luzerne,Nescopeck,PA,18635,Northeast,24-08-2021,"$2,95,470",Default,21-07-2021,689,689,"$5,909",5909,295470
38687831,MORTGAGE,203-84-9950,216-619-0119,Cloverdale,Putnam,Cloverdale,OH,45827,Midwest,24-08-2021,"$7,75,775",Non-Default,24-08-2021,677,669,"$3,64,614",364614,775775
38687832,CREDIT CARD,183-86-4960,702-356-0524,Winnemucca,Humboldt,Winnemucca,NV,89446,West,02-06-2018,"$67,228",Non-Default,05-04-2021,795,841,"$14,790",14790,67228
38687833,PERSONAL LOAN,190-86-6009,605-948-7925,Zeona,Zeona,Zeona,SD,57795,Midwest,04-11-2018,"$73,056",Default,18-07-2021,739,752,"$27,761",27761,73056
38687834,MORTGAGE,094-02-4081,215-234-8411,Spring Glen,Schuylkill,Spring Glen,PA,17978,Northeast,13-02-2019,"$7,19,242",Non-Default,08-03-2021,679,690,"$2,15,773",215773,719242
38687835,MORTGAGE,715-18-9446,229-991-7731,Cairo,Grady,Cairo,GA,31728,South,06-01-2021,"$1,81,790",Non-Default,19-12-2020,855,893,"$14,543",14543,181790
38687836,CREDIT CARD,731-28-7193,209-484-3947,Whittier,Los Angeles,Whittier,CA,90612,West,06-07-2020,"$45,655",Non-Default,18-07-2021,767,776,"$9,131",9131,45655
38687837,MORTGAGE,481-41-7017,201-955-2591,Bellmawr,Camden,Bellmawr,NJ,8031,Northeast,26-08-2020,"$2,53,969",Non-Default,17-11-2020,691,682,"$5,079",5079,253969
38687838,CREDIT CARD,763-12-1331,308-630-4322,Manley,Cass,Manley,NE,68403,Midwest,23-05-2021,"$47,342",Non-Default,07-06-2021,651,686,"$10,415",10415,47342
38687839,CREDIT CARD,030-92-8257,240-548-5084,West River,Anne Arundel,West River,MD,20778,South,27-07-2019,"$94,916",Default,24-08-2021,785,827,"$25,627",25627,94916
38687840,PERSONAL LOAN,302-15-8572,229-425-8759,Lawrenceville,Lawrenceville,Lawrenceville,GA,30243,South,25-07-2019,"$72,788",Non-Default,24-08-2021,733,767,"$29,843",29843,72788
38687841,CREDIT CARD,592-99-8143,270-531-2327,Knob Lick,Metcalfe,Knob Lick,KY,42154,South,07-02-2019,"$93,052",Non-Default,04-11-2020,727,736,"$10,236",10236,93052
38687842,PERSONAL LOAN,465-99-9954,802-899-3516,East Charleston,Orleans,East Charleston,VT,5833,Northeast,27-07-2019,"$1,89,230",Non-Default,01-04-2021,680,684,"$30,277",30277,189230
38687843,MORTGAGE,290-15-2248,228-963-0965,Sunflower,Sunflower,Sunflower,MS,38778,South,27-04-2020,"$8,68,394",Non-Default,08-11-2020,864,906,"$3,82,093",382093,868394
38687844,PERSONAL LOAN,754-07-1874,216-208-6877,Mineral Ridge,Trumbull,Mineral Ridge,OH,44440,Midwest,27-06-2018,"$85,503",Non-Default,24-07-2021,651,700,"$27,361",27361,85503
38687845,PERSONAL LOAN,521-99-4393,212-258-2175,Utica,Oneida,Utica,NY,13502,Northeast,17-07-2019,"$1,59,025",Non-Default,24-08-2021,676,690,"$58,839",58839,159025
38687846,PERSONAL LOAN,760-12-4996,314-483-4159,Williamstown,Lewis,Williamstown,MO,63473,Midwest,24-08-2021,"$1,32,622",Non-Default,03-11-2020,890,930,"$42,439",42439,132622
38687847,PERSONAL LOAN,674-48-6812,219-830-6663,Amboy,Miami,Amboy,IN,46911,Midwest,08-08-2019,"$30,637",Non-Default,16-07-2021,717,735,$613,0,30637
38687848,CREDIT CARD,769-02-5658,503-984-2712,Portland,Multnomah,Portland,OR,97210,West,04-03-2018,"$36,482",Default,11-07-2021,699,704,"$8,391",8391,36482
38687849,MORTGAGE,712-18-2801,210-846-9671,Schwertner,Williamson,Schwertner,TX,76573,South,04-08-2018,"$6,77,497",Default,24-08-2021,792,834,"$33,875",33875,677497
38687850,CREDIT CARD,330-11-9780,229-745-6914,Clarkdale,Cobb,Clarkdale,GA,30111,South,18-04-2020,"$61,848",Non-Default,24-08-2021,721,746,"$4,329",4329,61848
38687851,MORTGAGE,433-99-1878,304-871-5969,Gauley Bridge,Fayette,Gauley Bridge,WV,25085,South,07-05-2021,"$6,64,174",Default,27-01-2021,733,768,"$3,12,162",312162,664174
38687852,PERSONAL LOAN,434-99-9267,308-230-3178,Ainsworth,Brown,Ainsworth,NE,69210,Midwest,17-08-2021,"$1,78,212",Non-Default,22-06-2021,812,823,"$65,938",65938,178212
38687853,MORTGAGE,549-99-7435,228-726-4857,Oxford,Lafayette,Oxford,MS,38655,South,04-12-2019,"$2,05,066",Non-Default,25-11-2020,752,765,"$51,267",51267,205066
38687854,CREDIT CARD,498-29-0915,209-375-4946,San Francisco,San Francisco,San Francisco,CA,94159,West,17-03-2021,"$25,400",Non-Default,31-03-2021,708,735,"$9,144",9144,25400
38687855,MORTGAGE,418-67-6902,225-731-5169,Baton Rouge,East Baton Rouge,Baton Rouge,LA,70816,South,09-09-2018,"$8,68,652",Non-Default,24-08-2021,656,692,"$17,373",17373,868652
38687856,PERSONAL LOAN,524-99-7821,210-347-7691,Cibolo,Guadalupe,Cibolo,TX,78108,South,08-06-2018,"$39,853",Non-Default,24-08-2021,769,819,"$13,550",13550,39853
38687857,PERSONAL LOAN,634-31-4395,212-558-0270,Bearsville,Ulster,Bearsville,NY,12409,Northeast,13-09-2018,"$1,36,627",Non-Default,18-08-2021,810,841,"$57,383",57383,136627
38687858,MORTGAGE,496-29-3287,210-287-3918,Tulia,Swisher,Tulia,TX,79088,South,22-11-2020,"$7,76,541",Non-Default,04-06-2021,768,763,"$3,72,740",372740,776541
38687859,MORTGAGE,017-94-5876,304-581-3055,Meadow Bridge,Fayette,Meadow Bridge,WV,25976,South,08-04-2020,"$5,54,869",Non-Default,24-08-2021,763,771,"$2,10,850",210850,554869
38687860,MORTGAGE,137-25-7224,701-464-8163,Mohall,Renville,Mohall,ND,58761,Midwest,24-08-2021,"$9,18,061",Default,09-08-2021,671,674,"$3,58,044",358044,918061
